student_id,name,dob,class,board,school,actual_career_id,predicted_career_id
342,Meghan Smith,2010-01-27,12,State Board,Swanson Ltd,8,NULL
343,Joseph Johnson,2007-07-28,8,State Board,Turner-Marshall,3,NULL
344,Bruce Nicholson,2008-05-20,9,State Board,Howard Ltd,3,NULL
345,Melissa Meyer,2008-11-03,11,State Board,Martin-Wright,4,NULL
346,Susan Arias,2009-03-17,11,CBSE,Mendez and Sons,5,NULL
347,Lauren Burke,2007-06-26,12,CBSE,"Rocha, Campbell and Scott",6,NULL
348,Brittany Powell,2008-12-16,11,CBSE,"Rodriguez, Gilbert and Avila",8,NULL
349,Nicholas Harrington,2007-05-03,10,CBSE,Garner and Sons,3,NULL
350,Robert Fuller,2008-08-01,10,State Board,Butler LLC,2,NULL
351,Thomas Peterson,2007-04-06,9,ICSE,"Santiago, Edwards and Wood",3,NULL
352,Brianna Hernandez,2008-11-29,12,CBSE,"Hicks, Faulkner and Daniels",5,NULL
353,Krista Walker,2010-05-05,9,ICSE,"Mitchell, Carroll and Moore",3,NULL
354,Donna Fuller,2009-11-23,12,State Board,"Duncan, Park and Madden",5,NULL
355,Linda Guerrero,2008-10-28,9,CBSE,Baird-Chapman,1,NULL
356,Brandi Harper,2009-04-05,12,ICSE,Henson-Brown,6,NULL
357,Julie Nichols,2008-11-12,8,ICSE,Wilson and Sons,1,NULL
358,Bradley Lee,2007-08-11,8,ICSE,Young-Cook,2,NULL
359,Lisa Hicks,2011-01-14,9,CBSE,"Sheppard, Bentley and Dodson",3,NULL
360,Matthew Mcknight,2007-07-12,12,State Board,Walker LLC,7,NULL
361,Erica White,2007-02-03,12,State Board,Horne-Newman,5,NULL
362,Justin Andrews,2009-06-17,8,ICSE,"Stewart, Davis and Alvarez",1,NULL
363,Matthew Bailey,2007-10-28,10,State Board,"Richardson, Lee and Sutton",3,NULL
364,Anthony Collins,2007-10-07,10,CBSE,"Davis, Powell and Cook",1,NULL
365,Robin Lambert,2010-01-16,9,ICSE,Walker-Williams,1,NULL
366,Michael Benson,2009-11-10,9,ICSE,"Miller, Chaney and Mcintyre",1,NULL
367,Victoria Calhoun,2009-08-11,9,CBSE,Jacobs PLC,2,NULL
368,Sharon Herman,2010-06-21,12,ICSE,Barker Group,4,NULL
369,Jennifer Martinez,2007-05-02,12,State Board,"Avila, Oconnor and House",4,NULL
370,Erik Watkins,2008-11-08,12,CBSE,Anderson LLC,4,NULL
371,Kathleen Jackson,2011-01-07,11,CBSE,"Mccoy, Villa and Holland",4,NULL
372,Mike Donovan,2008-08-02,10,CBSE,Vazquez Ltd,2,NULL
373,John Munoz,2010-03-02,12,ICSE,Beck PLC,6,NULL
374,Julie Torres,2008-05-16,10,ICSE,Thomas-Andrews,1,NULL
375,Tiffany Hawkins,2010-12-28,8,CBSE,Nunez Inc,2,NULL
376,John Schwartz,2009-09-06,8,State Board,Mckenzie Ltd,2,NULL
377,Marissa Poole,2008-01-28,9,CBSE,"Bonilla, Perkins and Blake",2,NULL
378,Justin Harrison,2009-01-27,9,CBSE,Durham Inc,3,NULL
379,Ashley Ross,2007-01-20,8,CBSE,"Cuevas, Jones and Potter",3,NULL
380,Christopher Aguilar,2010-12-05,11,State Board,Taylor and Sons,6,NULL
381,Derek Noble,2008-06-24,8,State Board,"Powers, Juarez and Evans",3,NULL
382,Steven Santos,2009-10-14,11,ICSE,Gould-Sanders,6,NULL
383,Amy Galvan,2007-06-15,10,CBSE,"Potts, Harris and Odonnell",1,NULL
384,Ann Sanford,2010-05-27,12,State Board,Wilcox-Parsons,5,NULL
385,David Ward,2008-04-11,10,CBSE,Brown-Higgins,2,NULL
386,Jennifer Reynolds,2009-07-06,12,State Board,Webb-Glass,7,NULL
387,Jacob Jordan,2009-03-16,9,ICSE,Gilmore-Anderson,1,NULL
388,Michael Neal,2007-03-02,8,ICSE,Coleman PLC,2,NULL
389,Judith Clarke,2007-05-29,10,State Board,Mack Ltd,3,NULL
390,Mr. Cody James,2007-08-21,8,State Board,"Wolfe, Shepherd and King",1,NULL
391,Mr. Frank Taylor DDS,2007-07-12,10,State Board,Washington-Chavez,1,NULL
392,Kevin Larsen,2009-03-14,10,State Board,"Hobbs, Beasley and Garcia",3,NULL
393,Nathaniel Munoz,2007-02-14,8,CBSE,Taylor Inc,3,NULL
394,Christy Ryan,2008-06-11,11,State Board,Murphy and Sons,8,NULL
395,Stacey Hartman,2010-04-22,12,ICSE,Alvarez-Barber,4,NULL
396,Leah Ramirez,2009-10-13,10,State Board,"Mann, Dunn and Rush",2,NULL
397,Lisa Hill,2008-01-22,10,State Board,"Monroe, Clark and Thomas",3,NULL
398,Derek Stanley,2007-07-28,9,CBSE,"Farley, Campbell and Bryant",3,NULL
399,Mary Rodriguez,2009-10-03,10,State Board,Day-Brooks,3,NULL
400,Claudia Garcia,2009-06-26,11,ICSE,Marquez-Park,5,NULL
401,Eric Santiago,2010-07-20,9,CBSE,"Goodwin, Martinez and Coleman",3,NULL
402,Sue Hall,2010-07-23,8,ICSE,Fox-Harrison,3,NULL
403,Cody Howard,2008-11-10,10,CBSE,Shelton-Savage,3,NULL
404,William Armstrong,2008-07-05,12,CBSE,Scott-Brown,6,NULL
405,Laura Kane,2009-08-06,10,ICSE,Miles Inc,1,NULL
406,Melissa Boyle,2007-11-26,12,CBSE,"Stevens, Montes and Costa",4,NULL
407,Michael Knox,2008-10-22,10,State Board,Kline Inc,3,NULL
408,Gary Green,2010-01-27,10,CBSE,Fowler-Lambert,3,NULL
409,Lisa Jackson,2010-04-24,8,ICSE,Thompson Inc,1,NULL
410,Angela Franco,2010-05-16,11,ICSE,"Harris, Black and Schmidt",6,NULL
411,Regina Parker,2009-09-08,8,State Board,Smith Inc,1,NULL
412,Aaron Parrish,2009-07-13,12,State Board,Pruitt-Rivera,4,NULL
413,Stephanie Montes,2007-04-10,9,CBSE,Rodriguez-Wood,1,NULL
414,Pamela Davenport,2010-10-22,8,State Board,"Flowers, Johnson and Paul",1,NULL
415,Benjamin Beltran,2009-05-01,11,CBSE,"Atkins, Woodward and Lowe",6,NULL
416,John Mejia,2010-11-16,8,ICSE,"Taylor, Huynh and Stevenson",1,NULL
417,Larry Kelley,2010-02-06,8,CBSE,Hamilton and Sons,2,NULL
418,Margaret Richardson,2008-01-09,8,State Board,Silva-Burke,1,NULL
419,Jaime Brown,2009-10-01,11,CBSE,"Mcknight, Watts and Ortiz",8,NULL
420,Lori Green,2007-01-27,12,CBSE,Craig-Guerra,4,NULL
421,Wayne Finley,2008-01-11,12,ICSE,Taylor-Martinez,8,NULL
422,Stephanie Goodman,2009-03-16,10,ICSE,Davis Ltd,3,NULL
423,Danielle Garza,2008-10-12,11,CBSE,Brown-Hughes,7,NULL
424,Gina Wallace,2010-03-10,8,ICSE,"Stanley, Sellers and Moore",1,NULL
425,Catherine Freeman,2008-05-11,9,CBSE,Taylor PLC,1,NULL
426,Aaron Carpenter,2009-01-07,9,ICSE,Cooper-Pennington,3,NULL
427,Steven Barnett,2009-06-06,9,CBSE,Flores PLC,2,NULL
428,Nicholas Silva DDS,2008-12-28,10,CBSE,"Ellison, Conway and Rose",2,NULL
429,Robert Short,2007-09-24,10,CBSE,Phillips LLC,2,NULL
430,Hannah Esparza,2010-02-12,8,ICSE,Hayden Ltd,2,NULL
431,Jennifer Saunders,2010-09-13,10,CBSE,Santiago-Eaton,3,NULL
432,Pamela Acevedo,2009-11-09,11,State Board,"West, Moreno and Little",4,NULL
433,Amy Johnson,2009-05-14,11,State Board,"Russell, Bender and Garcia",5,NULL
434,Jesse Mcclain,2007-07-03,10,CBSE,George and Sons,1,NULL
435,Ernest Henson,2010-03-01,8,State Board,"Johnson, Matthews and Campos",3,NULL
436,Tanya Warren,2008-09-29,10,State Board,Clark Group,3,NULL
437,Erika Andrade,2008-02-12,9,CBSE,Baker-Sweeney,2,NULL
438,James Cook,2009-05-28,8,ICSE,Clark and Sons,2,NULL
439,Alexandra Long,2008-09-10,11,ICSE,Bass Inc,7,NULL
440,Rebecca Hamilton,2010-05-14,10,CBSE,"Combs, Nelson and Green",1,NULL
441,Travis Valdez,2008-05-14,12,ICSE,Dougherty Group,6,NULL
442,Blake Allen,2009-10-10,12,CBSE,Scott Inc,4,NULL
443,Calvin Coleman,2008-10-20,10,ICSE,"Jones, White and Carter",1,NULL
444,Michael Tucker,2007-11-29,11,State Board,"Thompson, Rosales and Little",4,NULL
445,Michelle Huff,2010-03-15,9,CBSE,"Mccoy, Bennett and Conley",1,NULL
446,Patty Griffin,2007-08-19,11,ICSE,"Jones, Johnson and Rodgers",8,NULL
447,Michael Rodriguez,2008-10-09,8,CBSE,Cole-James,2,NULL
448,Robert Turner,2010-09-18,11,ICSE,"Miller, Mason and Turner",6,NULL
449,Martin Reilly,2010-06-30,11,ICSE,Ramirez PLC,5,NULL
450,William Moore,2010-06-11,8,ICSE,Medina and Sons,2,NULL
451,Justin Owens,2008-01-01,8,CBSE,Cox Ltd,1,NULL
452,Corey Bryan,2007-08-11,10,CBSE,"Jones, Arnold and Lawson",1,NULL
453,Mark Smith,2008-09-09,9,CBSE,"Vega, Garcia and Trujillo",3,NULL
454,Luke Bishop,2010-10-10,9,ICSE,Bright Ltd,1,NULL
455,Stacy Castillo,2010-05-25,11,State Board,"Mueller, Castillo and Blackburn",8,NULL
456,Cody Smith,2010-01-29,11,ICSE,"Bell, Villa and Johnson",8,NULL
457,Bryan Sandoval,2007-06-11,12,State Board,Calderon Group,4,NULL
458,Tammy Perez,2009-10-06,12,ICSE,Kim-Wood,4,NULL
459,Jennifer Rogers,2008-10-20,9,CBSE,"Hawkins, Aguilar and Stevens",1,NULL
460,Katie West,2010-06-27,12,State Board,Wood-Chapman,5,NULL
461,Ronald Pittman,2007-10-04,11,State Board,"Norman, Kelly and Reynolds",6,NULL
462,Luis Rocha,2010-01-25,10,CBSE,"Berg, Cole and Nguyen",2,NULL
463,Mary Jones,2011-01-17,9,ICSE,"Arellano, Murphy and Lyons",1,NULL
464,Lance Daniel,2008-09-30,9,State Board,Reynolds-Barrera,1,NULL
465,Sandra Crawford,2007-07-03,9,State Board,"Lara, Raymond and Kim",3,NULL
466,Vickie Obrien,2007-04-19,11,CBSE,Thompson-Douglas,4,NULL
467,Julie Castro,2007-03-11,11,State Board,Cunningham-Haney,6,NULL
468,Miranda Hoover,2009-08-24,10,State Board,Jacobs-Golden,2,NULL
469,Samuel Bass,2008-06-12,11,CBSE,Collins Group,7,NULL
470,Matthew Johnson,2008-04-07,11,ICSE,Sloan Inc,5,NULL
471,Richard Lee,2010-05-16,11,CBSE,Olsen-Bowen,6,NULL
472,Erica Hamilton,2010-11-03,10,State Board,Carr Group,2,NULL
473,Maria Ramos,2009-06-14,9,CBSE,Baxter Group,3,NULL
474,David Rodriguez,2008-03-20,12,ICSE,"Sanchez, Rollins and Farmer",8,NULL
475,Todd Lee,2010-10-20,12,State Board,"Adams, Carter and Le",8,NULL
476,Caroline Travis,2008-01-08,10,State Board,Obrien Inc,2,NULL
477,Kathleen Martin,2010-01-12,10,CBSE,"West, Barton and Simmons",3,NULL
478,Elizabeth Daniel,2009-01-05,12,State Board,"Garcia, Roberts and Grant",8,NULL
479,Courtney Flores,2007-10-22,10,ICSE,Price and Sons,1,NULL
480,Linda Gomez,2008-06-13,8,ICSE,Hughes-Mcdonald,3,NULL
481,Christy Harris,2011-01-06,11,CBSE,"Ryan, Morris and Zavala",4,NULL
482,Holly Smith,2007-03-27,9,State Board,Rice Ltd,2,NULL
483,Kim Kramer,2008-02-03,9,ICSE,Reyes Ltd,2,NULL
484,Glen Jones,2008-12-29,8,State Board,"Barrett, Marsh and Fernandez",2,NULL
485,Erin Boyd,2010-12-30,10,State Board,"Davis, Hurley and Ross",3,NULL
486,Amy Hall,2009-01-26,12,CBSE,Pierce Group,6,NULL
487,Andrew Herman,2008-11-04,8,State Board,"Lewis, Mccoy and Owens",3,NULL
488,Shane Newton,2009-12-28,10,State Board,Rodriguez LLC,3,NULL
489,James Thomas,2009-05-27,8,State Board,"Mitchell, Moore and Fowler",1,NULL
490,Rebecca Alvarez,2008-07-05,10,CBSE,Hall-Hubbard,1,NULL
491,Justin Scott,2010-08-17,11,State Board,"Rodriguez, Porter and Taylor",8,NULL
492,Bonnie Johnson DDS,2010-12-25,9,ICSE,"Davis, Patterson and Garcia",3,NULL
493,Michelle Thomas,2009-03-31,9,State Board,Chen LLC,2,NULL
494,Joseph Brown,2010-02-01,11,State Board,Curtis-Foley,5,NULL
495,William Baird,2007-02-11,12,CBSE,Simpson PLC,7,NULL
496,Maurice Ortega,2009-12-30,12,State Board,Fuentes-Villegas,5,NULL
497,Jerry Sanchez,2010-11-07,10,CBSE,Riley-Gomez,1,NULL
498,Philip Rogers,2008-10-18,11,ICSE,"Roy, Barker and Kim",7,NULL
499,Jesse Hendrix,2009-09-13,10,State Board,Barnes and Sons,1,NULL
500,James Johnson,2008-06-04,11,ICSE,"Ray, Rangel and Stone",4,NULL
501,Mr. Sean Taylor,2010-12-01,11,State Board,Thomas Inc,6,NULL
502,Nathaniel Howard,2007-12-04,9,CBSE,Cochran-Wilson,1,NULL
503,Anne Larson MD,2009-04-13,11,State Board,Ruiz-Carter,7,NULL
504,Dr. Carrie Holder,2008-12-24,9,CBSE,"Collins, Williams and Morris",1,NULL
505,Catherine Church,2008-12-06,11,CBSE,Blair Group,4,NULL
506,Johnny Bernard,2007-05-07,8,CBSE,Moore-Galvan,2,NULL
507,Andrea Chavez,2008-12-08,10,ICSE,"Torres, Fleming and Cook",1,NULL
508,Lindsay Oliver,2008-02-14,8,State Board,Harris Ltd,1,NULL
509,Brooke Maldonado,2008-03-30,9,ICSE,Cooper-Thomas,3,NULL
510,Stephen Velazquez,2010-12-13,8,State Board,Todd Group,3,NULL
511,Max Fitzgerald,2007-05-21,12,ICSE,Gonzalez-Robinson,6,NULL
512,Christopher Yates,2008-12-26,10,State Board,Coleman-Watson,1,NULL
513,Devin Ware,2008-08-15,12,ICSE,Snyder PLC,8,NULL
514,Andrea Suarez,2007-02-19,10,ICSE,"Morse, Baker and Davis",3,NULL
515,Caroline Young,2010-04-24,8,ICSE,Goodman LLC,1,NULL
516,Victor Scott,2009-12-25,11,State Board,"Huynh, Parker and Barron",6,NULL
517,Nancy Molina,2010-05-10,8,State Board,Roberts LLC,3,NULL
518,Deborah Lopez,2010-12-13,10,ICSE,Kaiser-Shields,3,NULL
519,Nicole Cameron,2007-12-11,8,State Board,Davis-Turner,3,NULL
520,Cindy Kelley,2010-05-31,11,CBSE,"Fernandez, Morgan and Perez",5,NULL
521,Nicholas White,2007-04-29,9,CBSE,Kramer Inc,1,NULL
522,Melissa Cummings,2009-01-18,12,CBSE,Brown-Swanson,7,NULL
523,Joseph Green,2008-12-16,10,CBSE,Kent-Blair,2,NULL
524,Jessica Moore,2007-07-19,9,ICSE,Moore-Jones,3,NULL
525,Linda Davis,2008-06-05,10,State Board,"Howell, Jones and Olson",1,NULL
526,Carlos Morgan,2009-05-06,8,State Board,"Smith, Clark and Ingram",2,NULL
527,Robin Shields,2008-04-23,12,ICSE,"Kent, Watson and Hall",6,NULL
528,Virginia Murray,2007-02-04,10,State Board,Jackson Ltd,3,NULL
529,James Garcia,2010-05-11,10,State Board,"Torres, Warren and Ellis",1,NULL
530,Brooke Roberts,2007-03-28,10,CBSE,Garza PLC,1,NULL
531,Lisa Tapia,2010-03-31,12,ICSE,Medina Ltd,7,NULL
532,Amber Thomas,2010-04-05,8,State Board,Frederick-Craig,1,NULL
533,Michael Ford,2010-07-30,11,ICSE,Rodriguez-Myers,7,NULL
534,Joseph Colon,2008-07-14,10,State Board,Fields LLC,1,NULL
535,James Irwin,2010-01-21,11,CBSE,Rivera-Smith,7,NULL
536,Alexandra Alvarado,2009-06-07,12,CBSE,Larsen Ltd,5,NULL
537,Sandy Mitchell,2009-02-16,9,ICSE,Petersen-Walters,3,NULL
538,Brenda Deleon,2010-11-14,12,CBSE,"Macias, Gonzalez and Moore",5,NULL
539,Carol Huerta,2008-11-09,8,ICSE,Stephenson-Day,2,NULL
540,Victoria Morris,2009-02-24,9,ICSE,Ayala-Henry,2,NULL
541,Christopher Harvey,2007-03-20,12,ICSE,Roberts-Hunter,5,NULL
542,Leah Parker,2009-10-08,10,State Board,Lopez-Case,3,NULL
543,Tony Dillon,2008-03-28,11,ICSE,"Mitchell, Hunt and Wilson",7,NULL
544,Joseph Rios,2008-01-04,10,ICSE,Hoffman Ltd,1,NULL
545,Katherine Scott,2008-07-30,8,ICSE,Torres-Garcia,2,NULL
546,Crystal Harvey,2010-11-03,9,State Board,"Davenport, Johnson and Hunt",3,NULL
547,Jennifer Brewer,2008-05-26,8,ICSE,Mcguire-Johnson,2,NULL
548,Nathaniel Summers,2008-04-23,12,CBSE,Harper LLC,4,NULL
549,Kristin Rogers,2010-11-01,10,State Board,Anderson-Webb,2,NULL
550,Jason Hunt,2009-06-07,9,ICSE,Mitchell-Smith,2,NULL
551,Courtney Roman,2009-12-08,12,CBSE,"Castillo, Vega and Bartlett",6,NULL
552,Cynthia Smith,2008-07-09,9,ICSE,Miller-Khan,1,NULL
553,Amanda Williams,2009-07-08,10,CBSE,Williams Inc,2,NULL
554,Daniel Mckay,2009-11-05,9,State Board,Yang-Gardner,2,NULL
555,Natalie Acevedo,2010-05-09,9,ICSE,Jones-Kelly,1,NULL
556,Joanna Cuevas,2010-04-29,12,CBSE,Gallegos Inc,4,NULL
557,Julie Buckley,2008-12-21,8,ICSE,Wang Inc,3,NULL
558,Danielle Hicks,2010-11-01,11,CBSE,Peterson PLC,4,NULL
559,Michael Kirk,2009-09-25,8,State Board,Aguilar-Maddox,1,NULL
560,Rebecca Barrett,2007-06-15,10,ICSE,Curtis-House,2,NULL
561,Lisa Neal,2008-02-12,8,CBSE,"Jones, Brown and Woods",2,NULL
562,Amber Friedman,2009-03-12,11,CBSE,Gonzalez LLC,8,NULL
563,Jamie Costa,2010-07-23,10,State Board,"Ali, Berry and Hughes",3,NULL
564,Brittany Johnson,2009-01-27,8,ICSE,Guerra PLC,2,NULL
565,Jeffrey Dominguez,2009-09-12,11,ICSE,Wilson Ltd,4,NULL
566,William Stone,2007-02-16,8,CBSE,Johnson and Sons,2,NULL
567,Robert Lee,2010-06-26,8,State Board,Brooks-Watkins,3,NULL
568,Mark Clark,2007-09-15,12,CBSE,"Knox, Parrish and Ryan",4,NULL
569,David Collins,2007-02-01,8,ICSE,Evans-Ingram,3,NULL
570,Natalie Williams MD,2007-10-28,11,State Board,"Clark, Patel and Murphy",8,NULL
571,Jackson Ward,2010-03-21,8,CBSE,"Warren, Beck and Reed",3,NULL
572,Jaime Jefferson,2008-02-28,12,State Board,White PLC,6,NULL
573,Miss Shannon Cisneros,2008-05-20,9,State Board,Yates-Arellano,1,NULL
574,Sierra Hartman,2009-08-30,12,CBSE,Wilkerson Group,6,NULL
575,Kathryn Richardson,2008-10-15,8,State Board,Anderson-Martin,3,NULL
576,Molly Morris,2009-11-08,9,CBSE,"Rodriguez, Doyle and Evans",2,NULL
577,Sydney Bender MD,2007-10-14,11,CBSE,Gilbert-Miller,6,NULL
578,Robert Hodge,2010-05-22,10,CBSE,"Hudson, Mosley and Russell",1,NULL
579,Linda Parker,2007-06-30,11,CBSE,Morales-Savage,6,NULL
580,Samantha Hayden,2009-02-26,10,CBSE,"Cochran, Gibson and Henry",3,NULL
581,Nicholas Keith,2008-06-22,11,ICSE,Davis and Sons,8,NULL
582,Christopher Alexander,2008-04-16,11,CBSE,"Gonzalez, Davis and Nguyen",8,NULL
583,Alexis Burgess,2007-04-03,10,CBSE,"Conner, Howard and Sherman",2,NULL
584,Anthony Price,2009-10-13,9,ICSE,"Jordan, Kaiser and Ramsey",2,NULL
585,Donna Richmond,2007-12-01,12,State Board,Gray-Gray,8,NULL
586,Kimberly Davis,2008-12-08,12,State Board,Miranda-Novak,8,NULL
587,Benjamin Fox,2009-08-26,12,ICSE,"Tanner, Perez and Perez",8,NULL
588,Jessica Nolan,2010-03-08,12,State Board,Conrad-Chang,4,NULL
589,Taylor Cross,2010-04-16,8,CBSE,Cook-Cabrera,3,NULL
590,Jacob Edwards,2010-07-15,12,CBSE,Smith-Patel,6,NULL
591,Stacy Thompson,2010-12-17,9,ICSE,"Salazar, Harper and Murray",1,NULL
592,Michelle Allen,2010-07-31,12,State Board,"Brown, Williams and Savage",8,NULL
593,Meghan Allen,2009-06-19,9,State Board,Gallegos Ltd,1,NULL
594,Kyle Wood,2008-12-18,11,State Board,"Chung, Daniel and Diaz",5,NULL
595,Amanda Kelley,2010-02-07,9,ICSE,"Myers, Clark and Orr",2,NULL
596,Brianna Gilbert,2008-10-05,12,CBSE,Fitzgerald-Roth,6,NULL
597,Alexis Kelly,2008-02-27,10,ICSE,Jacobs LLC,2,NULL
598,Parker Evans,2009-12-02,11,State Board,"Holden, Ramsey and Smith",8,NULL
599,Denise Williams,2009-11-24,11,ICSE,Gilmore and Sons,8,NULL
600,Elizabeth Wilson,2009-12-03,10,ICSE,Oconnell-Cooper,1,NULL
601,Brooke Butler,2009-08-02,9,CBSE,"Thompson, Kim and Contreras",1,NULL
602,Shawn Mendoza,2007-05-28,12,State Board,"Snyder, Weeks and Cross",8,NULL
603,Colton Carroll,2010-12-27,8,ICSE,"Walton, Stephens and Powell",1,NULL
604,Kelly Long,2010-05-18,12,CBSE,Jackson PLC,4,NULL
605,Joel Mcbride,2007-07-03,12,CBSE,Smith and Sons,8,NULL
606,Courtney Barton,2007-12-23,12,State Board,Jefferson-Dean,6,NULL
607,Laura Webb,2007-07-10,11,State Board,Campbell Inc,8,NULL
608,Jonathan Mann,2008-09-27,9,State Board,"Carter, Burke and George",1,NULL
609,Kimberly Hahn,2009-02-09,12,CBSE,Sandoval Group,6,NULL
610,Nicole Owen,2009-08-02,11,ICSE,"Vance, Moss and Horton",5,NULL
611,William Camacho,2007-02-06,12,State Board,"Kelly, Butler and Torres",5,NULL
612,Terry Chen,2010-12-12,11,State Board,Lewis-Osborne,7,NULL
613,Kyle Richards,2010-08-23,8,State Board,Williams Inc,3,NULL
614,Christopher Brooks,2008-09-04,10,State Board,Gonzalez Group,2,NULL
615,Scott Meyer,2010-05-30,10,ICSE,Flores Group,1,NULL
616,Matthew Woodard,2010-01-21,10,State Board,Webster-Melton,3,NULL
617,Mr. John Meza,2008-05-04,10,ICSE,Black-Espinoza,2,NULL
618,Phillip Brown,2010-11-24,8,ICSE,Mckee Ltd,2,NULL
619,Matthew Johnson,2007-11-07,12,ICSE,Chavez-Dominguez,7,NULL
620,Gregory Reed,2010-12-12,8,CBSE,Gonzales-Nichols,3,NULL
621,Tiffany Holmes,2008-04-16,8,ICSE,Black-Ramsey,1,NULL
622,Mackenzie Robles,2008-06-23,10,CBSE,Gomez Group,2,NULL
623,Dawn Smith,2010-10-05,11,CBSE,"Garcia, Wilson and Hernandez",5,NULL
624,Charles Small,2008-09-12,9,CBSE,"Andrade, Olson and Jordan",3,NULL
625,Frank Hernandez,2008-07-12,12,CBSE,Harper and Sons,4,NULL
626,Paul Nelson,2010-08-14,9,ICSE,"Morales, Morales and Henderson",3,NULL
627,Kristin Williams,2008-03-02,12,ICSE,"Hill, Anderson and Weaver",6,NULL
628,Heather Alvarado,2009-01-21,10,ICSE,Johnson and Sons,2,NULL
629,Darlene Smith,2008-04-05,11,CBSE,Bennett Inc,5,NULL
630,Christy Lopez,2009-09-27,11,CBSE,Payne LLC,8,NULL
631,Jasmin Buchanan,2007-03-30,8,State Board,Rose PLC,2,NULL
632,Mrs. Jaime Baker,2009-10-07,9,ICSE,Young LLC,3,NULL
633,Brianna Smith,2011-01-14,9,State Board,House-Wood,1,NULL
634,Brandon Williams,2010-10-17,10,State Board,"Tucker, Scott and Adams",2,NULL
635,Michael Wong,2008-09-04,10,CBSE,"Harris, Reynolds and Riley",2,NULL
636,Scott Weiss,2008-10-23,10,State Board,Cook-Garrett,1,NULL
637,Marcus Kelly,2007-01-19,12,State Board,Tran-Ballard,4,NULL
638,Erica Herrera,2010-06-22,8,CBSE,"Garcia, Lee and Martin",2,NULL
639,Jennifer Tanner,2008-03-21,12,ICSE,Bender LLC,6,NULL
640,Thomas Dominguez,2010-10-09,11,CBSE,"Olson, Garcia and Ortiz",4,NULL
641,Alicia Li,2008-08-15,9,ICSE,Walker-Reyes,3,NULL
642,Connie Contreras,2008-12-06,8,CBSE,Allison-Weaver,3,NULL
643,John Lopez,2010-02-27,10,ICSE,Huynh PLC,2,NULL
644,Michael Huff,2009-05-06,9,ICSE,Alvarez-Cross,2,NULL
645,Victoria Ingram,2009-01-06,10,ICSE,Delacruz Inc,1,NULL
646,Alan Gonzalez,2008-01-20,9,CBSE,Rojas PLC,2,NULL
647,Michele Stewart,2008-11-04,11,ICSE,Perez-Barry,7,NULL
648,Lauren Cole,2009-03-06,9,State Board,Reilly-Miller,3,NULL
649,Wesley Stephenson,2010-11-22,8,ICSE,Conley-Brewer,1,NULL
650,Paul Herrera,2007-09-04,9,State Board,"Murphy, Cardenas and Rojas",3,NULL
651,Vanessa Briggs,2007-08-25,10,ICSE,Moore PLC,3,NULL
652,Michael Hughes,2007-08-19,12,CBSE,Blackburn Group,6,NULL
653,Sherry Meyers,2008-01-02,10,ICSE,Santiago-Cardenas,2,NULL
654,Tracey Pearson,2008-10-23,10,ICSE,Jackson Group,3,NULL
655,Lisa Hopkins,2007-02-18,12,CBSE,Rivera PLC,8,NULL
656,Shawn Baker,2009-06-01,11,CBSE,Fox-Zuniga,4,NULL
657,Carolyn Melendez,2008-11-03,11,CBSE,"Cook, Moore and Mcintosh",7,NULL
658,Kimberly Moore,2010-12-27,10,CBSE,Davis-Underwood,2,NULL
659,Jean Davis,2008-09-03,12,State Board,Contreras Inc,8,NULL
660,Christian Cabrera,2007-05-04,9,State Board,"Martin, Jones and Williams",2,NULL
661,Brian Kelly,2008-12-17,10,State Board,Moore and Sons,2,NULL
662,Michael Delgado,2010-04-22,8,State Board,Edwards-Brown,1,NULL
663,Laura Hayes,2008-01-27,11,CBSE,Johns-Garcia,6,NULL
664,Jorge Miranda,2010-07-25,12,CBSE,Lane-Evans,5,NULL
665,Krista Deleon,2010-12-21,8,State Board,"Carter, Jackson and Colon",1,NULL
666,Andrew Black,2007-02-06,9,CBSE,Hunter LLC,3,NULL
667,Emily Evans,2009-01-01,10,State Board,Owens Ltd,3,NULL
668,Wendy Jones,2009-01-21,8,State Board,"Jones, Vasquez and Delgado",1,NULL
669,Erin Martinez,2007-02-17,12,ICSE,"Jones, Harrison and Kaiser",8,NULL
670,Ashley Lambert,2008-06-26,12,CBSE,"Sloan, Sharp and Davis",7,NULL
671,Amanda Short,2007-02-11,11,CBSE,"Smith, Hawkins and Cardenas",7,NULL
672,Sabrina Smith,2008-12-28,10,ICSE,"Howard, James and Bryant",3,NULL
673,Michael Woods,2010-03-21,12,ICSE,Murphy-Grant,4,NULL
674,Natasha Trujillo,2007-06-08,11,CBSE,Martin Inc,8,NULL
675,Kimberly Werner,2008-08-29,8,CBSE,Roberson and Sons,2,NULL
676,Lisa Ramirez,2008-12-24,9,CBSE,Fuller-Jackson,2,NULL
677,Tamara Reeves,2010-08-02,8,ICSE,"Johnston, Miller and Rodriguez",1,NULL
678,Ashley Johnson,2008-03-01,11,ICSE,Smith Inc,7,NULL
679,Thomas Evans,2007-08-25,11,State Board,Morrison Inc,4,NULL
680,Gary Vincent,2007-03-19,11,State Board,Miller Inc,7,NULL
681,Marissa Ramirez,2010-08-24,10,ICSE,Hawkins-Miller,3,NULL
682,Jessica Smith,2009-05-01,9,State Board,"Parsons, Bennett and Arroyo",2,NULL
683,Bethany Bates,2007-03-08,10,ICSE,Chambers LLC,3,NULL
